,price,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,bath_0.75,bath_1.0,bath_1.25,bath_1.5,bath_1.75,bath_2.0,bath_2.25,bath_2.5,bath_2.75,bath_3.0,bath_3.25,bath_3.5,cond_2,cond_3,cond_4,cond_5,bed_2,bed_3,bed_4,bed_5,bed_6,bed_7,bed_8,bed_9,bed_10,bed_11
6236,280000.0,1280,7633,1.0,0.0,0.0,1280,0.0,1991,0.0,98038,1450,6783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6239,301000.0,1840,7200,1.0,0.0,0.0,1220,620.0,1968,0.0,98055,1770,8075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6243,303000.0,2100,6783,2.0,0.0,0.0,2100,0.0,2003,0.0,98042,2100,6192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6245,300000.0,1300,6120,1.0,0.0,0.0,820,480.0,1945,0.0,98146,1250,6120,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6248,254000.0,2080,16117,1.0,0.0,0.0,1740,340.0,1959,0.0,98001,1510,13068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6253,260000.0,1710,6400,1.0,0.0,0.0,1240,470.0,1976,0.0,98023,1600,6400,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6254,284900.0,1160,982,2.0,0.0,0.0,890,0.0,2006,0.0,98155,1160,1008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6257,230000.0,1120,7500,1.0,0.0,0.0,1120,0.0,1965,0.0,98146,1120,5000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6259,267500.0,1650,7807,1.0,0.0,0.0,1650,0.0,1986,0.0,98030,1810,8475,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6269,290000.0,1280,10716,1.0,0.0,0.0,1280,0.0,1969,0.0,98059,1440,9870,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6274,204950.0,1740,9344,1.0,0.0,0.0,1180,560.0,1978,0.0,98023,1440,12884,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6283,225000.0,960,5512,1.0,0.0,0.0,960,0.0,1963,0.0,98056,1090,5837,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6284,299950.0,1460,10506,1.0,0.0,0.0,1460,0.0,1983,0.0,98031,1460,8153,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6292,242550.0,2060,7720,2.0,0.0,0.0,2060,0.0,1995,0.0,98023,1630,7720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6295,204900.0,1390,8245,1.0,0.0,0.0,1390,0.0,1984,0.0,98001,1260,8245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6297,187000.0,1280,4452,2.0,0.0,0.0,1280,0.0,1985,0.0,98002,1070,4366,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6305,313000.0,870,747,2.0,0.0,0.0,800,0.0,2004,0.0,98103,1710,1280,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6314,265000.0,1750,9298,1.0,0.0,0.0,1410,340.0,1969,0.0,98058,1720,7875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6315,212000.0,1100,9750,1.0,0.0,0.0,1100,0.0,1967,0.0,98023,1100,9900,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6319,176000.0,770,5200,1.0,0.0,0.0,770,0.0,1969,0.0,98042,1150,5330,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6321,168000.0,1200,7210,1.0,0.0,0.0,1200,0.0,1977,0.0,98030,1200,7650,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6329,275000.0,1180,10277,1.0,0.0,0.0,1180,0.0,1983,0.0,98045,1680,11104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6330,193000.0,680,8640,1.0,0.0,0.0,680,0.0,1951,0.0,98188,1320,13140,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6339,215000.0,960,9563,1.0,0.0,0.0,960,0.0,1967,0.0,98023,1280,9600,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6342,279000.0,1560,7569,1.5,0.0,0.0,1560,0.0,1966,0.0,98058,1480,8755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6347,230000.0,1250,8800,1.0,0.0,0.0,1250,0.0,1955,0.0,98146,1480,8200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6351,253905.0,940,8400,1.0,0.0,0.0,940,0.0,1958,0.0,98056,950,8400,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6357,246000.0,1400,7410,1.0,0.0,0.0,1400,0.0,1944,0.0,98166,1070,7410,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6363,185000.0,1122,9100,1.0,0.0,0.0,1122,0.0,1960,0.0,98023,840,9344,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6364,303500.0,1060,10464,1.0,0.0,0.0,1060,0.0,1973,0.0,98034,1420,10464,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6367,235000.0,880,1805,2.0,0.0,0.0,880,0.0,1999,0.0,98133,880,5060,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6369,203000.0,1080,9067,1.0,0.0,0.0,1080,0.0,1951,0.0,98168,1080,6647,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6371,275000.0,1200,7800,1.0,0.0,0.0,1200,0.0,1954,0.0,98126,1230,7070,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6377,235000.0,1450,8891,1.5,0.0,0.0,1180,270.0,1962,0.0,98168,1450,9013,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6378,286000.0,1820,7930,2.0,0.0,0.0,1820,0.0,1989,0.0,98038,1490,7930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6381,267000.0,1440,10920,1.0,0.0,0.0,1440,0.0,1977,0.0,98030,1720,8260,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6388,305000.0,1260,1622,3.0,0.0,0.0,1260,0.0,2009,0.0,98133,1340,1188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6390,265000.0,1580,8468,2.0,0.0,0.0,1580,0.0,1971,0.0,98001,1580,8260,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6392,253000.0,1400,9750,1.0,0.0,0.0,1400,0.0,1968,1998.0,98198,1640,8050,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6401,269950.0,1400,7735,1.0,0.0,0.0,1400,0.0,1989,0.0,98038,1530,7754,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6403,299950.0,1210,9525,1.0,0.0,0.0,1210,0.0,1955,0.0,98106,1680,7620,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6406,275000.0,1510,16200,1.0,0.0,0.0,1510,0.0,1970,0.0,98031,1650,13950,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6408,247000.0,1580,7941,2.0,0.0,0.0,1580,0.0,1986,0.0,98023,1730,8051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6409,204555.0,1260,15000,1.5,0.0,0.0,1260,0.0,1983,0.0,98092,2400,21715,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6411,175000.0,1230,13056,1.0,0.0,0.0,1230,0.0,1962,0.0,98001,1690,15750,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6419,277000.0,1850,5880,2.0,0.0,0.0,1850,0.0,1998,0.0,98092,2370,6500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6421,295000.0,1000,8320,1.0,0.0,0.0,1000,0.0,1951,0.0,98155,1090,8450,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6424,269950.0,1660,7003,2.0,0.0,0.0,1660,0.0,1996,0.0,98030,1840,6680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6427,198000.0,860,5185,1.0,0.0,0.0,860,0.0,1968,0.0,98042,1120,5494,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6431,311000.0,3340,8000,2.0,0.0,0.0,3340,0.0,1973,0.0,98023,2230,8000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6440,310000.0,520,2885,1.0,0.0,0.0,520,0.0,1947,0.0,98117,980,4241,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6441,292000.0,1950,7421,2.0,0.0,0.0,1950,0.0,1996,0.0,98038,2200,4668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6442,217000.0,770,9715,1.0,0.0,0.0,770,0.0,1942,0.0,98168,1140,9715,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6447,235000.0,1900,8540,1.0,0.0,0.0,950,950.0,1980,0.0,98168,1370,10204,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6448,212000.0,1040,6800,1.0,0.0,0.0,1040,0.0,1951,0.0,98178,1430,6080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6449,310000.0,2070,9195,1.0,0.0,0.0,1220,850.0,1982,0.0,98074,2080,9551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6457,224950.0,2260,9686,1.0,0.0,0.0,1520,740.0,1965,0.0,98002,1750,9916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6465,215000.0,1010,10125,1.0,0.0,0.0,1010,0.0,1972,0.0,98042,1230,10125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6466,299500.0,1190,9600,1.0,0.0,0.0,1190,0.0,1981,0.0,98045,1360,10140,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6468,275000.0,1560,4244,2.0,0.0,0.0,1560,0.0,2002,0.0,98038,1670,4251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6469,256400.0,1490,7800,1.0,0.0,0.0,1010,480.0,1963,0.0,98003,1570,7800,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6470,310000.0,770,8149,1.0,0.0,0.0,770,0.0,1948,0.0,98155,820,8149,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6472,203000.0,1200,9120,1.0,0.0,0.0,1000,200.0,1963,0.0,98055,1640,9200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6473,285000.0,2120,6865,1.0,0.0,0.0,1060,1060.0,1954,0.0,98133,1460,7780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6478,269500.0,1700,7056,2.0,0.0,0.0,1700,0.0,1999,0.0,98001,1650,6025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6479,274000.0,820,6200,1.0,0.0,0.0,820,0.0,1954,0.0,98166,1410,14000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6481,270000.0,1390,10905,1.0,0.0,0.0,860,530.0,1957,0.0,98106,1390,10839,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6482,220000.0,1460,7226,1.0,0.0,0.0,1460,0.0,1993,0.0,98198,1760,7226,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6483,243000.0,1480,15416,1.0,0.0,2.0,1480,0.0,1955,0.0,98022,1190,10758,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6493,190000.0,1040,8910,1.0,0.0,0.0,1040,0.0,1943,0.0,98168,1330,9720,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6495,299000.0,1850,4600,2.0,0.0,0.0,1850,0.0,2005,0.0,98058,2160,4751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6497,294000.0,2190,3746,2.0,0.0,0.0,2190,0.0,2005,0.0,98038,2200,3591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6501,255000.0,1110,10296,1.0,0.0,0.0,1110,0.0,1964,0.0,98042,1330,10296,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6502,286651.0,1830,4997,2.0,0.0,0.0,1830,0.0,2004,0.0,98001,2488,4998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6510,195000.0,1200,7800,1.0,0.0,0.0,1200,0.0,1958,0.0,98002,1390,8415,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6514,280000.0,1370,11400,2.0,0.0,0.0,1370,0.0,1980,0.0,98045,1390,9600,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6515,270000.0,1770,8640,1.0,0.0,0.0,1420,350.0,1986,0.0,98001,1894,7974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6525,312000.0,1830,5175,2.0,0.0,0.0,1830,0.0,2003,0.0,98038,1830,5175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6527,217000.0,1110,9827,1.0,0.0,0.0,1110,0.0,1966,0.0,98198,1540,10187,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6533,305000.0,1646,12414,2.0,0.0,0.0,1646,0.0,1996,0.0,98038,1654,8734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6538,272000.0,1380,11760,1.0,0.0,0.0,1380,0.0,1963,0.0,98055,1650,9855,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6539,266000.0,700,5559,1.0,0.0,0.0,700,0.0,1949,0.0,98155,1230,8100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6545,230000.0,940,10875,1.0,0.0,0.0,940,0.0,1957,0.0,98056,1250,11200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6546,235000.0,1760,6150,1.5,0.0,0.0,1760,0.0,1951,0.0,98031,1760,8276,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6550,250000.0,930,6060,1.0,0.0,0.0,930,0.0,1973,0.0,98118,1640,6364,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6551,225000.0,1020,2040,2.0,0.0,0.0,720,300.0,2004,0.0,98106,1060,1478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6552,255000.0,1360,5433,1.0,0.0,0.0,1360,0.0,1974,2003.0,98198,1160,5264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6553,161700.0,1720,7200,1.0,0.0,0.0,1220,500.0,1974,0.0,98023,1790,7200,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6577,208000.0,820,5700,1.0,0.0,0.0,820,0.0,1942,0.0,98056,1000,5700,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6578,315000.0,1900,7076,1.0,0.0,0.0,1130,770.0,1977,0.0,98155,1540,10113,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6586,280000.0,720,5000,1.0,0.0,0.0,720,0.0,1951,0.0,98126,810,5000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6588,223000.0,1220,71191,1.0,0.0,0.0,1220,0.0,1952,0.0,98023,1960,15378,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6590,315000.0,1340,12800,1.0,0.0,0.0,880,460.0,1981,0.0,98058,1500,7875,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6594,225000.0,1610,8400,1.0,0.0,0.0,1610,0.0,1990,0.0,98022,1930,8459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6599,280000.0,1330,20562,1.5,0.0,0.0,1330,0.0,1959,0.0,98045,1350,20562,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6603,265000.0,1850,16535,1.0,0.0,0.0,1850,0.0,1992,0.0,98014,1528,13295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6609,280500.0,1890,6962,2.0,0.0,0.0,1890,0.0,1997,0.0,98092,2170,6803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6610,210500.0,2040,8600,1.0,0.0,0.0,1430,610.0,1985,0.0,98003,1310,7859,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6611,196500.0,1310,7000,1.0,0.0,0.0,1310,0.0,1979,0.0,98023,1390,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6614,240000.0,1540,6687,1.0,0.0,0.0,1200,340.0,1991,0.0,98022,1540,7242,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6619,299000.0,2320,12000,1.0,0.0,0.0,1720,600.0,1943,2014.0,98108,1390,6000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6624,215000.0,1630,8000,1.0,0.0,0.0,1630,0.0,1959,0.0,98031,1630,7700,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6625,275000.0,1620,6415,2.0,0.0,0.0,1620,0.0,1989,0.0,98038,1640,7253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6632,246000.0,1390,7399,1.0,0.0,0.0,1390,0.0,1975,0.0,98031,1460,7800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6635,217000.0,1690,6750,1.0,0.0,0.0,1210,480.0,1977,0.0,98023,1930,7350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6639,303100.0,1640,5650,1.0,0.0,0.0,1640,0.0,1952,0.0,98178,1640,5650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6642,221000.0,1150,7260,1.0,0.0,0.0,1150,0.0,1959,0.0,98133,1200,7888,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6655,225000.0,1470,6808,1.0,0.0,0.0,1160,310.0,1984,0.0,98023,1570,7881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6656,177000.0,1150,8079,1.0,0.0,0.0,1150,0.0,1983,0.0,98030,1540,7399,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6666,292000.0,2490,7666,1.0,0.0,0.0,1490,1000.0,1989,0.0,98031,1930,7415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6667,225000.0,990,8012,1.0,0.0,0.0,990,0.0,1966,0.0,98058,1260,9060,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6676,209950.0,1570,15570,1.0,0.0,0.0,1570,0.0,1981,0.0,98023,2000,28200,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6679,261000.0,970,12500,1.0,0.0,0.0,970,0.0,1941,0.0,98168,1280,6250,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6683,310000.0,1560,82328,1.0,0.0,0.0,1560,0.0,1974,0.0,98070,2100,205603,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6688,213000.0,740,7380,1.0,0.0,0.0,740,0.0,1951,0.0,98188,1500,10075,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
